BL record ID,Type of resource,Content type,Material type,Name,Dates associated with name,Type of name,All names,Title,Country of publication,Place of publication,Publisher,Date,Page Count,BL shelfmark,Citations
41738,Monograph,Language material ; Text,Volume,"Albizzi, Luigi",,person,"Albizzi, Luigi [person]","La Testa del Battista, dipinto originale di Leonardo da Vinci. ",,Firenze,,1919,31,7859.h.26,33
41739,Monograph,Language material ; Text,Volume,"Albizzi, Luigi",,person,"Albizzi, Luigi [person]",Leonardo da Vinci. The Head of John the Baptist [With a photographic reproduction.],,Florence,,1920,31,1752.c.1.  ; 7859.g.16,44
59998,Monograph,Language material ; Text,Volume,"Almedingen, E. M. ",1898-1971,person,"Almedingen, E. M. , 1898-1971 [person]",Leonardo da Vinci. A portrait,England,London,Bodley Head,1969,159,X.429/4017,22
60030,Monograph,Language material ; Text,Volume,"Almedingen, E. M. ",1898-1971,person,"Almedingen, E. M. , 1898-1971 [person]",The Young Leonardo da Vinci ... Illustrated by Azpelicueta,England,London,Bl,1963,143,010600.ee.14,6
72285,Monograph,Language material ; Text,Volume,"Amoretti, Carlo",,person,"Amoretti, Carlo [person]","Memorie storiche su la vita, gli studj, e le opere di Lionardo da Vinci",,Milano,"dalla Tipografia di Giusti, Ferrario, eC, Editori de' Classici Italiani",1804,199,1402.f.14,2
78194,Monograph,Language material ; Text,Volume,"Anderson, Arthur James",,person,"Anderson, Arthur James, writer [person]","The Admirable Painter: a study of Leonardo da Vinci ... With photogravure frontispiece, sixteen illustrations in half tone, and thirty-two line illustrations in the text",England,London,Stanley Paul,1915,310,012613.k.14,3
103203,Monograph,Language material ; Text,Volume,"Arata, Giulio Ulisse",,person,"Arata, Giulio Ulisse [person]",Leonardo architetto e urbanista [With plates.],,Milano,,1953,177,12356.ss.40/11,38
109531,Monograph,Language material ; Text,Volume,"Argüello, Santiago",,person,"Argüello, Santiago [person]",La Magia de Leonardo de Vinci,Guatemala,,,1935,303,20010.ff.13,18
160924,Monograph,Language material ; Text,Volume,"Babinger, Franz Carl Heinrich",,person,"Babinger, Franz Carl Heinrich [person] ; Heydenreich, Ludwig Heinrich [person]","Vier Bauvorschläge Lionardo da Vinci's an Sultan Bajezid II, 1502/3 ... Mit einem Beitrag von Ludwig H. Heydenreich [With reproductions of Leonardo's sketches and a facsimile of his letter to the Sultan.]",,Göttingen,,1952,20,Ac.670/8. ,35
193482,Monograph,Language material ; Text,Volume,"Baratta, Mario",1868-1935,person,"Baratta, Mario, 1868-1935 [person]",La Carta della Toscana di Leonardo da Vinci [With plates.],,Roma,,1911,76,P.P.3911.b. ,28
193483,Monograph,Language material ; Text,Volume,"Baratta, Mario",1868-1935,person,"Baratta, Mario, 1868-1935 [person]",Curiositá Vinciane ... Con 148 facsimili,,Torino,,1905,206,7858.p.26,14
193485,Monograph,Language material ; Text,Volume,"Baratta, Mario",1868-1935,person,"Baratta, Mario, 1868-1935 [person]",Leonardo da Vinci ed i problemi della terra,,Torino,,1903,318,12225.f.13,35
232987,Monograph,Language material ; Text,Volume,"Bax, Clifford",1886-1962,person,"Bax, Clifford, 1886-1962 [person]","Leonardo da Vinci, etc [With a portrait.]",England,London,Peter Davies,1932,168,10633.pp.34,19
232988,Monograph,Language material ; Text,Volume,"Bax, Clifford",1886-1962,person,"Bax, Clifford, 1886-1962 [person]",Leonardo da Vinci,England,London,T. Nelson,1939,56,010604.aa.3/23,35
234701,Monograph,Language material ; Text,Volume,"Bayer, Raymond",,person,"Bayer, Raymond [person]",Léonard de Vinci. La grâce,,Paris,,1933,302,10633.r.31,2
236718,Monograph,Language material ; Text,Volume,"Bazardi, Alessandro",,person,"Bazardi, Alessandro [person]","La Botanica nel pensiero di Leonardo, etc [With plates.]",,Milano,,1953,37,12356.ss.40/5,41
255706,Monograph,Language material ; Text,Volume,"Belgiojoso, Carlo",,person,"Belgiojoso, Carlo [person]",Saggio delle opere di Leonardo da Vinci.  Con ventiquattro tavole fotolitografiche di scritture e disegni tratti dal Codice Atlantic.o [Edited by C. Belgiojoso.],,Milano,,1872,32,1753.c.7,22
265381,Monograph,Language material ; Text,Volume,"Belt, Elmer",,person,"Belt, Elmer [person]",Leonardo the Anatomist [With reproductions.],United States of America,Lawrence,University of Kansas Press,1955,76,Ac.2692.ib,19
265550,Monograph,Language material ; Text,Volume,"Beltrami, Luca",,person,"Beltrami, Luca [person]","Il Cenacolo di Leonardo, MCCCCXCV-MCMVIII [With 'Relazione del Prof. Luigi Cavenaghi sul restauro del Cenacolo Vinciano.']",,Milano,,1908,53,07806.f.17. ,29
265560,Monograph,Language material ; Text,Volume,"Beltrami, Luca",,person,"Beltrami, Luca [person]",La 'Destra mano' di Leonardo da Vinci e le lacune nella edizione del Codice Atlantico [With facsimiles.],,Milano ; Roma,,1919,51,Ac.2000,17
265561,Monograph,Language material ; Text,Volume,"Beltrami, Luca",,person,"Gallerani, Cecilia [person] ; Beltrami, Luca [person] ; Favaro, Antonio [person]","Leonardo, Cecilia e la 'destra mano'. A proposito di una nota vinciana del Prof. Antonio Favaro [A reply to criticisms made by A. Favaro on L. Beltrami's 'La 'Destra mano' di Leonardo da Vinci'.]",,Milano,,1920,15,7812.v.51,27
265563,Monograph,Language material ; Text,Volume,"Beltrami, Luca",,person,"Beltrami, Luca [person]",Documenti e memorie viquadanti la vita e le opere di Leonardo da Vinci in ordine cronologico,,Milano,,1919,221,10634.dd.3,12
265564,Monograph,Language material ; Text,Volume,"Beltrami, Luca",,person,"Beltrami, Luca [person]","Documenti inediti per la storia della 'Vergine delle Roccie' di Leonardo da Vinci, marzo-giugno: MDIII",,Milano,,1918,30,7860.ff.10,45
265565,Monograph,Language material ; Text,Volume,"Beltrami, Luca",,person,"Beltrami, Luca [person]","La Edizione nazionale vinciana e l'Istituto Cermenati, 1902-1920",,Milano,,1920,83,11904.bb.48,33
265566,Monograph,Language material ; Text,Volume,"Beltrami, Luca",,person,"Beltrami, Luca [person]",Leonardo da Vinci e l'aviazione [With illustrations.],,Milano,,1912,25,X.629/3281,5
265570,Monograph,Language material ; Text,Volume,"Beltrami, Luca",,person,"Beltrami, Luca [person]",Leonardo da Vinci negli studi per il tiburio della cattedrale di Milano. ,,Milano,,1903,83,7816.a.44,45
265578,Monograph,Language material ; Text,Volume,"Beltrami, Luca",,person,"Beltrami, Luca [person]",Il Ritratto di Beatrice d'Este di Leonardo da Vinci alla Biblioteca Ambrosiana di Milano.  [With reproductions.],,Milano,,1905,44,X.429/879,5
267679,Monograph,Language material ; Text,Volume,"Bendick, Jeanne",,person,"Archimedes [person] ; Bendick, Jeanne [person]",Archimedes and the Door of Science ... Illustrated by the author,England,London,Chatto & Windus,1964,143,010608.t.1/5,40
278961,Monograph,Language material ; Text,Volume,"Benzimra, Lyon",,person,"Benzimra, Lyon [person]",Leonardo da Vinci,England,London,Hart-Davis,1973,58,X.429/5991,5
280699,Monograph,Language material ; Text,Volume,"Bérence, Fred",,person,"Bérence, Fred [person]","Léonard de Vinci, ouvrier de l'intelligence, etc [With plates, including portraits and reproductions.]",,Paris,,1938,376,10635.e.1,22
287646,Monograph,Language material ; Text,Volume,"Berl, Emmanuel",,person,"Rijn, Rembrandt van [person] ; Berl, Emmanuel [person]",Trois faces du sacré,France,Paris,Bernard Grasset,1971,202,X.410/3151,13
344574,Monograph,Language material ; Text,Volume,,,,"Adda, Girolamo d', marquis [person]","Leonardo da Vinci e la sua libreria. Note di un Bibliofilo [i.e. the Marquis Girolamo d'Addo], [With a facsimile.]",,Milano,,1873,53,11826.k.2,22
350315,Monograph,Language material ; Text,Volume,"Bilancioni, Guglielmo",,person,"Bilancioni, Guglielmo [person]","La Fonetica biologica di Leonardo da Vinci. Estratto dal Giornale di medicina militare, etc [With illustrations.]",,Roma,,1919,26,7327.t.21,24
350317,Monograph,Language material ; Text,Volume,"Bilancioni, Guglielmo",,person,"Bilancioni, Guglielmo [person]",L'Orecchio e il naso nel sistema antropometrico di Leonardo da Vinci [With illustrations.],,Roma,,1920,105,7406.s.15,5
353047,Monograph,Language material ; Text,Volume,"Binet, Léon",,person,"Binet, Léon [person]","Léonard de Vinci anatomiste et physiologiste, etc",,Paris,,1953,15,W.P.a.197.d/2,3
364472,Monograph,Language material ; Text,Volume,"Black, Charles Christopher",,person,"Black, Charles Christopher [person]",Leonardo da Vinci in Science and Literature,,,,,56,10632.ee.33,13
374080,Monograph,Language material ; Text,Volume,"Blasis, Carlo",,person,"Blasis, Carlo [person]",Leonardo da Vinci [With a portrait.],,Milano,,1872,64,10631.ee.39,43
381496,Monograph,Language material ; Text,Volume,"Blum, André Salomon",,person,"Blum, André Salomon [person]",Léonard de Vinci graveur [An offprint from the 'Gazette des beaux-arts.'],,Paris,,1932,16,7862.s.34,0
388073,Monograph,Language material ; Text,Volume,"Bode, Wilhelm Arnold von",,person,"Bode, Wilhelm Arnold von [person]",Studien über Leonardo da Vinci ... Mit 73 Abbildungen,,Berlin,,1921,149,7856.ff.33,10
394334,Monograph,Language material ; Text,Volume,"Boglione, Giuseppe",,person,"Boglione, Giuseppe [person]","Leonardo dalle opere sue. Tre 'finzioni' rivelate [Studies entitled 'Donna e faina', 'Sant' Anna con la Madonna, il Bambino e l'Agnello' and 'Sulla Gioconda'. With reproductions.]",,Milano,,1952,41,7878.n.2,3
397711,Monograph,Language material ; Text,Volume,"Boito, Camillo",1836-1914,person,"Michelangelo Buonarroti, 1475-1564 [person] ; Boito, Camillo, 1836-1914 [person]","Leonardo, Michelangelo, Andrea Palladio. Studii artistici ... Seconda edizione [of 'Leonardo e Michelangelo']",,Milano,,1883,325,D-7808.aaa.7,36
406973,Monograph,Language material ; Text,Volume,"Bongioanni, Fausto M.",,person,"Bongioanni, Fausto M. [person]",Leonardo pensatore. Saggio sulla posizione filosofica di Leonardo da Vinci,,Piacenza,,1935,276,08466.de.65,22
423050,Monograph,Language material ; Text,Volume,"Bossi, Giuseppe",,person,"Bossi, Giuseppe [person]",Del Cenacolo di Leonardo da Vinci libri quattro [With plates.],Italy,Milano,,1810,263,561*.f.12,0
423051,Monograph,Language material ; Text,Volume,"Bossi, Giuseppe",,person,"Bossi, Giuseppe [person]","Delle opinioni di Leonardo da Vinci intorno alla simmetria de' corpi umani, discorso.  [With plates.]",Italy,Milano,,1811,35,743.d.3,7
427169,Monograph,Language material ; Text,Volume,"Bottazzi, Filippo",,person,"Bottazzi, Filippo [person]",La Mente e l'opera di Leonardo da Vinci,,,Civitate Vaticana,1941,56,Ac.101.b/5,22
437883,Monograph,Language material ; Text,Volume,"Bovi, Arturo",,person,"Bovi, Arturo [person]","Leonardo, filosofo, artista, uomo ... Centodue illustrazioni",,Milano,,1952,257,7874.c.75,34
437884,Monograph,Language material ; Text,Volume,"Bovi, Arturo",,person,"Bovi, Arturo [person]",L'Opera di Leonardo per il monumento Sforza a Milano,,Firenze,,1959,101,7874.b.49,10
454714,Monograph,Language material ; Text,Volume,"Brandt, Carlos",,person,"Brandt, Carlos [person]","Leonardo, el Profeta de los Profetas",,Caracas,,1939,202,10635.b.30,43
457806,Monograph,Language material ; Text,Volume,"Braun, Georg Christian",,person,"Braun, Georg Christian [person] ; Prestel, Johann Gottlieb [person]","Des Leonardo da Vinci Leben und Kunst. Nebst einer Lebensbeschreibung Johann Gottl. Prestels, und einigen poetischen Versuchen über die Mahlerey ... Mit Leonardo's Portrait. ",,Halle,,1819,224,1402.f.32,0
482125,Monograph,Language material ; Text,Volume,"Brockwell, Maurice Walter",,person,"Brockwell, Maurice Walter [person]",Leonardo da Vinci ... Illustrated with eight reproductions in colour,England ; United States of America,London ; New York,F. A. Stokes ; T. C. & E. C. Jack,1908,80,07805.a.16/1,29
482126,Monograph,Language material ; Text,Volume,"Brockwell, Maurice Walter",,person,"Brockwell, Maurice Walter [person]",Leonardo da Vinci ... Illustrated with eight reproductions in colour,England ; United States of America,London ; New York,,1924,56,D-07805.a.16/2,27
494675,Monograph,Language material ; Text,Volume,"Brown, John William, esq",,person,"Brown, John William, esq [person]",The Life of Leonardo da Vinci,,,,,56,2500.b.17,32
494676,Monograph,Language material ; Text,Volume,"Brown, John William, esq",,person,"Brown, John William, esq [person]","The Life of Leonardo da Vinci, with a critical account of his works [With an appendix of documents.]",England,London,William Pickering,1828,256,1044.e.19,2
503934,Monograph,Language material ; Text,Volume,"Brun, Carl",,person,"Luini, Bernardino [person] ; Brun, Carl [person]",Lionardo da Vinci. Bernardino Luini,,Leipzig,,1879,84,2262.f.3,41
535207,Monograph,Language material ; Text,Volume,"Burgers, H. S. E.",,person,"Burgers, H. S. E. [person]",Leonardo da Vinci's psychologie der twaalf typen [With special reference to Leonardo's 'Last Supper'. With reproductions.],,Amsterdam,,1963,179,X.421/54,15
576853,Monograph,Language material ; Text,Volume,"Calvi, Gerolamo",,person,"Calvi, Gerolamo [person]","L'Adorazione dei Magi di Leonardo da Vinci. Estratto dalla 'Raccolta Vinciana,' etc [With plates.]",,Milano,,1919,44,D-7860.aa.12,43
576854,Monograph,Language material ; Text,Volume,"Calvi, Gerolamo",,person,"Calvi, Gerolamo [person]","I Manoscritti di Leonardo da Vinci dal punto di vista cronologico, storico e biografico [With illustrations.]",,Bologna,,1925,321,Ac.4506/2,8
576874,Monograph,Language material ; Text,Volume,"Calvi, Ignazio",,person,"Calvi, Ignazio [person]",L'Architettura militare di Leonardo da Vinci,,Milano,,1943,229,7821.p.19,18
576875,Monograph,Language material ; Text,Volume,"Calvi, Ignazio",,person,"Calvi, Ignazio [person]",L'Ingegneria militare di Leonardo [With reproductions.],,Milano,,1953,40,12356.ss.40/2,4
587712,Monograph,Language material ; Text,Volume,"Campori, Giuseppe, marquis",,person,"Campori, Giuseppe, marquis [person]",Nuovi documenti per la vita di Leonardo da Vinci. Esposti da G. Campori,,Modena,,1865,11,10631.i.15,43
602908,Monograph,Language material ; Text,Volume,Southern Illinois University Carbondale,,organisation,"Southern Illinois University Carbondale [organisation] ; Plochmann, George Kimball, 1914- [person]","The Resources of Leonardo da Vinci. Papers delivered at Southern Illinois University. November 12th-15th, 1952. Edited by George Kimball Plochmann",,Carbondale,,1953,39,7813.ee.23,31
612511,Monograph,Language material ; Text,Volume,"Carotti, Giulio",,person,"Carotti, Giulio [person]","Leonardo da Vinci, pittore, scultore, architetto. Studio biografico-critico, etc [With a bibliography.]",,Torino,,1921,136,7860.g.35,20
612512,Monograph,Language material ; Text,Volume,"Carotti, Giulio",,person,"Bramante, Donato [person] ; Carotti, Giulio [person] ; Raphael, 1483-1520 [person]","Le Opere di Leonardo, Bramante e Raffaello. Con 188 illustrazioni",,Milano,,1905,370,07808.h.15,45
614965,Monograph,Language material ; Text,Volume,"Carra de Vaux, Bernard",1867-,person,"Carra de Vaux, Bernard, 1867- [person]",Léonard de Vinci,,Paris,,1910,62,8465.aa.29. ,18
628452,Monograph,Language material ; Text,Volume,"Castelfranco, Giorgio",,person,"Castelfranco, Giorgio [person]","Leonardo, 1452-1519 [With reproductions.]",England ; Italy,London,Collins,1960,79,W.P.C.643/31,23
628453,Monograph,Language material ; Text,Volume,"Castelfranco, Giorgio",,person,"Castelfranco, Giorgio [person]",Il Pensiero estetico di Leonardo da Vinci,,Milano,,1953,30,12356.ss.40/12,5
629963,Monograph,Language material ; Text,Volume,"Castiglioni, Arturo",,person,"Spinetti-Dini, Mario [person] ; Castiglioni, Arturo [person]","Leonardo da Vinci, anatomista y fisiólogo. Versión del italiano por Mario Spinetti-Dini [With plates, including a portrait.]",,Mérida,,1952,37,Ac.1907.c,24
641961,Monograph,Language material ; Text,Volume,"Ceccarelli, Anna",,person,"Ceccarelli, Anna [person]",L'Idea pedagogica di Leonardo da Vinci,,Roma,,1914,176,8305.e.105,26
646141,Monograph,Language material ; Text,Volume,"Cermenati, Mario",,person,"Cermenati, Mario [person]",Leonardo da Vinci in Valsássina. Reproduzione e illustrazione critica di un foglio del 'Codice Atlantico.',,Milano,,1910,53,10604.k.16. ,23
654077,Monograph,Language material ; Text,Volume,"Chamberlaine, John, f.s.a",,person,"Chamberlaine, John, f.s.a [person]","Original designs of the most celebrated masters of the Bolognese, Roman, Florentine, and Venetian schools : comprising some of the works of Leonardo da Vinci, the Caracci, Claude Lorraine, Raphael, Michel Angelo, the Poussins, and others, in His Majesty's collection",England,London,Shakspeare-Press & sold by G & W. Nicol ; W. Bulmer,1812,14,3.Tab.22 ; ORB.45/111,36
683468,Serial,Language material ; Text,Volume,"University of Chicago, Committee on Publications in the History of Thought and Culture",,organisation,"University of Chicago, Committee on Publications in the History of Thought and Culture [organisation]",University of Chicago Publications in the History of Thought and Culture,United States of America,Chicago,,1944,56,Ac.2691.dy,45
702414,Monograph,Language material ; Text,Volume,"Cianchi, Renzo",,person,"Cianchi, Renzo [person]","Vinci, Leonardo e la sua famiglia. Con appendice di documenti inediti [With illustrations.]",,Milano,,1953,102,12356.ss.40/10,45
702544,Monograph,Language material ; Text,Volume,"Ciaurro, Italo",,person,"Ciaurro, Italo [person]","Leonardo da Vinci. Conferenza, etc",,Perugia,,1920,20,10633.ccc.33,13
712612,Monograph,Language material ; Text,Volume,"Clark, Kenneth",1903-1983,person,"Clark, Kenneth, 1903-1983 [person]","Leonardo da Vinci. An account of his development as an artist ... The Ryerson Lectures ... 1936, etc",,Cambridge,University Press,1939,209,7866.r.8,39
712613,Monograph,Language material ; Text,Volume,"Clark, Kenneth",1903-1983,person,"Clark, Kenneth, 1903-1983 [person]","Leonardo da Vinci. An account of his development as an artist, etc. ",,Cambridge,Cambridge University Press,1952,203,7869.ppp.37,30
712614,Monograph,Language material ; Text,Volume,"Clark, Kenneth",1903-1983,person,"Clark, Kenneth, 1903-1983 [person]","Leonardo da Vinci, etc. ",England,Harmondsworth,Penguin,1958,181,012209.d.4/430 ; 012209.d.4/430a,5
712615,Monograph,Language material ; Text,Volume,"Clark, Kenneth",1903-1983,person,"Clark, Kenneth, 1903-1983 [person]",Leonardo da Vinci in Selbstzeugnissen und Bilddokumenten. Dargestellt von Kenneth Clark,,Reinbek bei Hamburg,Rowohlt,1969,188,X.419/7868,12
722157,Monograph,Language material ; Text,Volume,"Clément, Charles",,person,"Clément, Charles, writer [person] ; Michelangelo Buonarroti, 1475-1564 [person]","Michel-Ange, Léonard de Vinci, Raphael. Avec une étude sur l'art en Italie avant le XVIe siècle, et des catalogues raisonnés historiques et bibliographiques",,Paris,,1861,402,10631.b.42,9
722158,Monograph,Language material ; Text,Volume,"Clément, Charles",,person,"Clément, Charles, writer [person] ; Michelangelo Buonarroti, 1475-1564 [person]","Michel-Ange, Léonard de Vinci, Raphael. Avec une étude sur l'art en Italie avant le XVIe siècle, et des catalogues raisonnés historiques et bibliographiques",,Paris,,1867,410,10630.aaa.31,19
722159,Monograph,Language material ; Text,Volume,"Clément, Charles",,person,"Clément, Charles, writer [person] ; Michelangelo Buonarroti, 1475-1564 [person]","Michel-Ange, Léonard de Vinci, Raphael. Avec une étude sur l'art en Italie avant le XVIe siècle, et des catalogues raisonnés historiques et bibliographiques",,Paris,,1875,410,10630.bb.4,21
722160,Monograph,Language material ; Text,Volume,"Clément, Charles",,person,"Clément, Charles, writer [person] ; Michelangelo Buonarroti, 1475-1564 [person]","Michel-Ange, Léonard de Vinci, Raphael. Avec une étude sur l'art en Italie avant le XVIe siècle, et des catalogues raisonnés historiques et bibliographiques",,Paris,,1881,410,10629.aaa.26,22
722162,Monograph,Language material ; Text,Volume,"Clément, Charles",,person,"Corkran, Louisa [person] ; Clément, Charles, writer [person] ; Michelangelo Buonarroti, 1475-1564 [person]","Michelangelo, Lionardo da Vinci and Raphael. With a preliminary chapter on art in Italy before the sixteenth century ... Translated by Louisa Corkran. With ... illustrations",England,London,"Seeley, Jackson & Halliday",1880,374,7875.dg.6,2
722163,Monograph,Language material ; Text,Volume,"Clément, Charles",,person,"Corkran, Louisa [person] ; Clément, Charles, writer [person] ; Raphael, 1483-1520 [person] ; Michelangelo Buonarroti, 1475-1564 [person]","Michelangelo, Lionardo da Vinci and Raphael. With a preliminary chapter on art in Italy before the sixteenth century ... Translated by Louisa Corkran. With ... illustrations",England,London,Seeley,1890,374,7868.b.2,19
722164,Monograph,Language material ; Text,Volume,"Clément, Charles",,person,"Clément, Charles, writer [person] ; Clauss, Carl, of Dresden [person] ; Raphael, 1483-1520 [person] ; Michelangelo Buonarroti, 1475-1564 [person]","Michelangelo. Leonardo. Raffael ... Deutsch bearbeitet mit Einleitung, Ergänzungen und einem Anhang von C. Clauss. Mit 40 Holzschnitten und zwei lithographirten Tafeln",,Leipzig,,1870,338,7854.g.20,6
741538,Monograph,Language material ; Text,Volume,"Coleman, Marguerite",,person,"Coleman, Marguerite [person]","Amboise et Léonard de Vinci à Amboise, etc [With plates, including portraits.]",,Tours,,1932,236,10633.w.14,22
741540,Monograph,Language material ; Text,Volume,"Coleman, Marguerite",,person,"Coleman, Marguerite [person]","Histoire du Clos-Lucé près d'Amboise, où Léonard de Vinci séjourna pendant 3 ans et mourut le 2 mai 1519",,Tours,,1937,124,10175.a.3,0
743786,Monograph,Language material ; Text,Volume,"Coll, Pedro Emilio",,person,"Campos, Ramón [person] ; Bolívar, Simón, 1783-1830 [person] ; Coll, Pedro Emilio [person]",La escondida senda. Años de aprendizaje de Simón Bolívar. Visita a Leonardo da Vinci. El anti-Rousseau español [Ramón Campos] . Las divinas personas. El paso errante,,Madrid,Talleres Espasa-Calpe,1927,140,X.708/42423,0
762744,Monograph,Language material ; Text,Volume,,,,,"L'Art et la pensée de Léonard de Vinci. Communications du Congrès International du Val de Loire, 7-12 juillet 1952 [With illustrations.]",,"Paris, Alger, Alger",,1953,432,X.0429/6,3
772625,Monograph,Language material ; Text,Volume,"Cook, Herbert Frederick, Sir, Baronet",,person,"Vecelli, Tiziano, the Elder [person] ; Cook, Herbert Frederick, Sir, Baronet [person]",Reviews and Appreciations of some Old Italian Masters [chiefly Leonardo da Vinci and Titian] [With illustrations.],England,London,William Heinemann,1912,143,7856.dd.11,0
773238,Monograph,Language material ; Text,Volume,"Cook, Theodore Andrea, Sir",,person,"Cook, Theodore Andrea, Sir [person]","The Curves of Life. Being an account of spiral formations and their application to growth in nature, to science and to art; with special reference to the manuscripts of Leonardo da Vinci ... With eleven plates and 415 illustrations",England,London,Constable,1914,479,7006.h.20,8
773249,Monograph,Language material ; Text,Volume,"Cook, Theodore Andrea, Sir",,person,"Cook, Theodore Andrea, Sir [person]","Leonardo da Vinci, Sculptor : an illustrated essay on the Albizzi Madonna, etc",England,London,Arthur L. Humphreys,1923,103,7875.bb.30 ; D-7875.bb.30,36
773262,Monograph,Language material ; Text,Volume,"Cook, Theodore Andrea",1867-1928,person,"Cook, Theodore Andrea, 1867-1928 [person] ; Lankester, E. Ray , Sir, 1847-1929 [person]","Spirals in Nature and Art. A study of spiral formations based on the manuscripts of Leonardo da Vinci, with special reference to the architecture of the open staircase at Blois, in Touraine, now for the first time shown to be from his designs ... With a preface by Professor E. Ray Lankester ... With illustrations",England,London,John Murray,1903,200,07807.g.24,36
783588,Monograph,Language material ; Text,Volume,"Corbeau, André, Secrétaire Général de l'Institut Leonard de Vinci",,person,"Corbeau, André, Secrétaire Général de l'Institut Leonard de Vinci [person]",I. Les manuscrits de Léonard de Vinci. Examen critique et historique de leurs éléments externes. II. Les manuscrits de Léonard de Vinci de la Bibliothèque nationale de Madrid. Description critique et histoire,,Caen,Centre régional de documentation pédagogique,1968,202,2701.bb.14,20
796934,Monograph,Language material ; Text,Volume,"Cottler, Joseph",,person,"Cottler, Joseph [person]","Man with Wings. The story of Leonardo da Vinci [With plates, including a portrait.]",England,London,George G. Harrap,1945,174,010632.b.23,28
800452,Monograph,Language material ; Text,Volume,"Courajod, Louis Charles Jean",,person,"Courajod, Louis Charles Jean [person]",Léonard de Vinci et la statue de Francesco Sforza,,Paris,,1879,50,7807.f.10. ,22
842749,Monograph,Language material ; Text,Volume,"Cust, Robert H. Hobart ",1861-,person,"Cust, Robert H. Hobart , 1861- [person]",Leonardo da Vinci,England,London,George Bell,1908,90,7854.a.40/32,15
855746,Monograph,Language material ; Text,Volume,"Dalton, Hermann",1833-1913,person,"Dalton, Hermann, 1833-1913 [person]","Lionardo da Vinci und seine Darstellung des heiligen Abendmahls. Vortrag, etc",,Saint Petersburg,,1874,56,7854.bb.49. ,38
893881,Monograph,Language material ; Text,Volume,"Degenhart, Bernhard",,person,"Giamberti, Giuliano, called Da San Gallo [person] ; Dante Alighieri, 1265-1321 [person] ; Degenhart, Bernhard [person]","Dante, Leonardo und Sangallo. Dante-Illustrationen Giuliano da Sangallos in ihrem Verhältnis zu Leonardo da Vinci und zu den Figurenzeichnungen der Sangallo [With reproductions.]",,,,,56,P.P.1931.ddd,21
899667,Monograph,Language material ; Text,Volume,"Delécluze, E. J. ",1781-1863,person,"Delécluze, E. J. , 1781-1863 [person]",Léonard de Vinci. 1452-1519,,Paris,,1841,81,7856.d.13,42
935634,Monograph,Language material ; Text,Volume,"Dieckmann, Heinz",,person,"Dieckmann, Heinz [person]",Leonardo da Vinci. Pictures by Raymond Renard. Based on the text by Heinz Dieckmann,England ; Italy,London ; Nelson,,1964,56,X.0978/18. ,7
964971,Monograph,Language material ; Text,Volume,"Donati, Lamberto",,person,"Petrarca, Francesco, 1304-1374 [person] ; Donati, Lamberto [person]",Leonardo e il Petrarca. ,,Milano,,1947,23,X.900/71,41
974119,Monograph,Language material ; Text,Volume,"Douglas, Robert Langton",,person,"Douglas, Robert Langton [person]",Leonardo da Vinci. His life and his writings,United States of America,Chicago,University of Chicago Press,1944,127,Ac.2691.dv,17
984795,Monograph,Language material ; Text,Volume,"Dromard-Mairot, M. T.",,person,"Dromard-Mairot, M. T. [person]",Le Fond de la Joconde et l'esthétique de Léonard de Vinci [With plates.],,Besançon,,1933,169,7864.t.1,23
999938,Monograph,Language material ; Text,Volume,"Duhem, Pierre Maurice Marie",1861-1916,person,"Duhem, Pierre Maurice Marie, 1861-1916 [person]",Études sur Léonard de Vinci. Ceux qu'il a lus et ceux qui l'ont lu,,,sér. Paris,1906,56,10633.ccc.37,40
1002403,Monograph,Language material ; Text,Volume,"Dumas, Alexandre",1802-1870,person,"Beaucé, Jean Adolphe [person] ; Dumas, Alexandre, 1802-1870 [person]",Le Peinture chez les anciens.  [Illustrated by J. A. Beaucé.],,Paris,,1856,56,D-7856.e.8,10
1051119,Monograph,Language material ; Text,Volume,"Eissler, K. R. ",1908-1999,person,"Eissler, K. R. , 1908-1999 [person]",Leonardo da Vinci. Psychoanalytic notes on the enigma [With reproductions.],England,London,Hogarth Press ; Institute of Psycho-Analysis,1962,345,W.P.6788/58,0
1162321,Monograph,Language material ; Text,Volume,"Esche, Sigrid",,person,"Esche, Sigrid [person]",Leonardo da Vinci. Das anatomische Werk. Mit kritischem Katalog und hundertfünfundsiebzig Abbildungen,,Basel,,1954,172,7422.i.17,36
1185809,Monograph,Language material ; Text,Volume,"Eyre, John R.",,person,"Eyre, John R. [person]",Monograph on Leonardo da Vinci's 'Mona Lisa.',England ; United States of America,London ; New York,C. Scribner's ; H. Grevel,1915,51,7854.g.45,26
1185811,Monograph,Language material ; Text,Volume,"Eyre, John R.",,person,"Eyre, John R. [person]","The Two Mona Lisas. Which was Giocondo's picture? Ten ... data in favour of the Isleworth version, etc [With plates.]",England,London,J. M. Ouseley,1924,37,MIC.A.6957. ,1
1199671,Monograph,Language material ; Text,Volume,"Farinelli, Arturo",,person,"Farinelli, Arturo [person]",Leonardo e la natura. Ristampa,,Milano,,1939,127,7744.de.62,10
